judet,localitate,total_active,asociatii_active,fundatii_active,federatii_active,uniuni_active,persoane_juridice_straine_active
MARAMURES,"Sasar, Comuna Recea, str. Sub Dura, nr.5,",1,1,0,0,0,0
MARAMURES,"Sat COLTAU, Com. COLTAU",1,1,0,0,0,0
MARAMURES,"Sat Lapusel, com. Recea",1,0,1,0,0,0
MARAMURES,"Sat Mocira, com. Recea",1,1,0,0,0,0
MARAMURES,Schimbat sediul din Baia Mare,1,1,0,0,0,0
MARAMURES,Sibiu,1,1,0,0,0,0
MARAMURES,"Sighetu Marmatiei, str. Bogdan Voda, nr.163A, judetul Maramures",1,1,0,0,0,0
MARAMURES,Suciu de Sus,1,1,0,0,0,0
MARAMURES,"SÃCÃLÃºENI, STR. EUROPEI, NR.28",1,1,0,0,0,0
MARAMURES,SÃLIªTEA DE SUS,1,1,0,0,0,0
MARAMURES,"SÃLSIG, NR. 340",1,1,0,0,0,0
MARAMURES,"SÃLSIG, NR. 463",1,1,0,0,0,0
MARAMURES,"SÃPÂNÞA , NR. 400",1,1,0,0,0,0
MARAMURES,"SÎRBI, STR. CULTURII, NR.5, COMUNA FÃRCAºA",1,1,0,0,0,0
MARAMURES,TARGU APUS,1,1,0,0,0,0
MARAMURES,TARGU LPAUS,1,1,0,0,0,0
MARAMURES,"TAUTII DE SUS, STR. ALUNULUI, NR.28, jud. Maramures",1,1,0,0,0,0
MARAMURES,"TAUTII MAGHERAUS LOC.BAITA, STR. 73,NR.165",1,1,0,0,0,0
MARAMURES,TAUTII MAGHERAUS NR. 167,1,0,1,0,0,0
MARAMURES,TAUTII MAGHERAUS NR. 592/A,1,0,1,0,0,0
MARAMURES,TAUTII MAGHERAUS NR. 884,1,0,1,0,0,0
MARAMURES,"TAUTII MAGHERAUS, STR. 22, NR. 29A",1,1,0,0,0,0
MARAMURES,"TAUTII MAGHERAUS, STR. 6, NR. 60",1,1,0,0,0,0
MARAMURES,"TAUTII MAGHERAUS, STR. 66, NR.22",1,1,0,0,0,0
MARAMURES,"TAUTII MAGHERAUS, STR.2,NR.5",1,1,0,0,0,0
MARAMURES,"TAUTII MAGHERAUS, STR.24, NR.97",1,1,0,0,0,0
MARAMURES,"TAUTII MAGHERAUS, str. Principala, nr. 448/A",1,1,0,0,0,0
MARAMURES,TG .LAPUS,1,1,0,0,0,0
MARAMURES,"TG.LAPUS,ÎN INCINTA LICEULUI TEHNOLOGIC""GRIGORE MOISIL""",1,1,0,0,0,0
MARAMURES,TICAU,1,1,0,0,0,0
MARAMURES,TICAU NR. 72,1,1,0,0,0,0
MARAMURES,TISA,1,0,0,0,1,0
MARAMURES,TOHAT NR. 36,1,1,0,0,0,0
MARAMURES,TR. LAPUS,1,1,0,0,0,0
MARAMURES,"TRESTIA,",1,1,0,0,0,0
MARAMURES,Targu.Lapus,1,1,0,0,0,0
MARAMURES,Tautii Magheraus,1,1,0,0,0,0
MARAMURES,"Tautii Magheraus,",1,1,0,0,0,0
MARAMURES,"Tautii Magheraus, Baita, str. 73, nr. 80",1,0,1,0,0,0
MARAMURES,"Tautii de Sus (ors. Baia Sprie), str. Castanilor, nr. 16A",1,1,0,0,0,0
MARAMURES,"Tautii-Magheraus, str. 2, nr. 8, et. 1, ap. 9",1,1,0,0,0,0
MARAMURES,Tg.Lapus,1,0,1,0,0,0
MARAMURES,"TÂRGU LAPUS, STR.PETRU RARES, NR. 72",1,1,0,0,0,0
MARAMURES,"TÂRGU LAPUS,P-TA EROILOR, NR. 11",1,1,0,0,0,0
MARAMURES,TÂRGU LÃPUº,1,1,0,0,0,0
MARAMURES,"TÃMAIA, STR. VICTORIEI, NR.15",1,1,0,0,0,0
MARAMURES,TÃUÞII DE SUS (ORS. BAIA SPRIE),1,1,0,0,0,0
MARAMURES,"TÃUÞII DE SUS, STR. FORESTIERULUI, NR. 118",1,1,0,0,0,0
MARAMURES,"TÃUÞII MÃGHERÃUº, STR. 59, NR. 1,",1,1,0,0,0,0
MARAMURES,"TÃUÞII-MÃGHERÃUº, STR. 3, NR. 40,",1,1,0,0,0,0
MARAMURES,"TÃUÞII-MÃGHERÃUº, STR. 52, NR. 44A",1,1,0,0,0,0
MARAMURES,"TÃUÞII-MÃGHERÃUº, STR. 68, NR.68",1,1,0,0,0,0
MARAMURES,"TÃUÞII-MÃGHERÃUº, STR. 71, NR.5,",1,1,0,0,0,0
MARAMURES,"TÃUÞII-MÃGHERÃUº, STR.1, NR.221",1,1,0,0,0,0
MARAMURES,"Târgu Lapus, sat Borcut",1,1,0,0,0,0
MARAMURES,"ULMENI, STR. PETRE DULFU, NR. 120",1,1,0,0,0,0
MARAMURES,"ULMENI, STR. PETRE DULFU, NR.107",1,1,0,0,0,0
MARAMURES,"UN BIROU ÎN SUPRAFATA DE 10 MP, SITUAT IN INCINTA CAMINULUI CULTURAL HIDEAGA",1,1,0,0,0,0
MARAMURES,URMENIS,1,1,0,0,0,0
MARAMURES,VAD,1,1,0,0,0,0
MARAMURES,VADU IZEI NR. 172,1,0,1,0,0,0
MARAMURES,VADU IZEI NR. 337/A,1,0,1,0,0,0
MARAMURES,VALEA CHIOARULUI NR. 86/A,1,0,1,0,0,0
MARAMURES,VALENI,1,0,0,0,1,0
MARAMURES,VALENII LAPUSULUI NR. 41,1,1,0,0,0,0
MARAMURES,VALENII SOMCUTEI NR. 201,1,0,1,0,0,0
MARAMURES,"VARAI, NR. 26, COM. VALEA CHIOARULUI",1,1,0,0,0,0
MARAMURES,VIAEU DE SUS,1,0,1,0,0,0
MARAMURES,VICEA NR. 106,1,1,0,0,0,0
MARAMURES,VIEU DE SUS,1,0,1,0,0,0
MARAMURES,VIMA MICA NR. 201,1,0,1,0,0,0
MARAMURES,VISEU DE JOS NR. 231/A,1,0,1,0,0,0
MARAMURES,"VISEU DE SUS,",1,1,0,0,0,0
MARAMURES,"VISEU DE SUS, STR. 22 DECEMBRIE, BL.16, APT.1",1,1,0,0,0,0
MARAMURES,"VISEU DE SUS, STR. ALEEA EROILOR, NR.66A",1,1,0,0,0,0
MARAMURES,"VISEU DE SUS, STR. SPIRU HARET, NR. 1",1,1,0,0,0,0
MARAMURES,"VISEU DE SUS, STR.GRIVITEI,NR.1",1,1,0,0,0,0
MARAMURES,VISEUL DE SUS,1,0,1,0,0,0
MARAMURES,VIºEU DE SUS,1,1,0,0,0,0
MARAMURES,"Valea Chioarului, str. Chioar nr.69",1,1,0,0,0,0
MARAMURES,Valea Vinului,1,0,1,0,0,0
MARAMURES,Viseu de Sus,1,1,0,0,0,0
MARAMURES,"VÃLENI , NR. 236",1,1,0,0,0,0
MARAMURES,"VÃLENII ªOMCUTEI, NR. 201",1,1,0,0,0,0
MARAMURES,"VÃRAI, NR.100",1,1,0,0,0,0
MARAMURES,baia mare str G COŞBUC NR 12 A,1,0,1,0,0,0
MARAMURES,com. Giulesti,1,1,0,0,0,0
MARAMURES,"comuna Cerneºti localitatea Brebeni, la numarul, 4,jud. Maramureº",1,1,0,0,0,0
MARAMURES,"comuna Cerneºti localitatea Brebeni, la numarul. 4, jud. Maramures",1,1,0,0,0,0
MARAMURES,"comuna Repedea, nr. 96A",1,1,0,0,0,0
MARAMURES,"jud. Maramures, oras Cavnic,",1,1,0,0,0,0
MARAMURES,"loc. Curtuiusu Mare,",1,1,0,0,0,0
MARAMURES,"loc. Ileanda , str. Simion Barnutiu nr. 31 , jud. Salaj",1,1,0,0,0,0
MARAMURES,"oc. Desesti, com. Desesti,",1,1,0,0,0,0
MARAMURES,orasul Borsa,1,1,0,0,0,0
MARAMURES,"orasul Tautii Magheraus, nr. 745",1,1,0,0,0,0
MARAMURES,"sat Bicaz, comuna Bicaz, nr 54",1,1,0,0,0,0
MARAMURES,"sat Coltãu, com. Coltãu, str. Petofi Sandor nr. 51",1,1,0,0,0,0
MARAMURES,"sat Lapusel, str. Viilor, nr. 13, Comuna Recea",1,1,0,0,0,0
MARAMURES,"sat Meriºor, Oraº Tãuþii-Mãgherãuº, str. 134, nr.1",1,1,0,0,0,0
MARAMURES,"sat Mocira , comuna Recea , str. Barbul Ecaterina, nr. 2",1,1,0,0,0,0
MARAMURES,"sat Mocira, comuna Recea, str. Stadionului, nr.7",1,1,0,0,0,0
MARAMURES,sat Poiana Botizii,1,1,0,0,0,0
MARAMURES,sat Satu Nou de Sus (Ors. Baia Sprie),1,1,0,0,0,0
MARAMURES,"sat Ticau nr. 152/B, oras Ulmeni",1,1,0,0,0,0
MARAMURES,sediu,1,1,0,0,0,0
MARAMURES,sediu secundar/punct de lucru,1,1,0,0,0,0
MARAMURES,sucursala teritoriala,1,1,0,0,0,0
MARAMURES,"ªIºEºTI, NR. 430",1,1,0,0,0,0
MARAMURES,"ªIºEºTI, STR. PRINCIPALÃ, NR. 32",1,1,0,0,0,0
MARAMURES,"ªOMCUTA MARE, STR. ALEEA TEILOR, NR. 8",1,1,0,0,0,0
MARAMURES,"ªOMCUTA MARE, STR. CORNULUI, NR.21A,",1,1,0,0,0,0
MARAMURES,"ªOMCUTA MARE, STR. MIREºULUI, NR. 136",1,1,0,0,0,0
MARAMURES,"ªOMCUTA MARE, STR. MIREºULUI, NR. 80",1,1,0,0,0,0
MARAMURES,"ªomcuta Mare, str. Republicii, nr. 19A,jud. Maramureº",1,1,0,0,0,0
MARAMURES,"ÎN COMUNA GROºI, NR.69",1,1,0,0,0,0
MEHEDINTI,"BAIA DE ARAMĂ, BREBINA",1,1,0,0,0,0
MEHEDINTI,BALA DE SUS,1,1,0,0,0,0
MEHEDINTI,BALTA,1,0,1,0,0,0
MEHEDINTI,"BD. TUDOR VLADIMIRESCU NR. 229, BL. 5, SC. 6, ET. 3, AP. 5",1,1,0,0,0,0
MEHEDINTI,BICLES - SAT SELESTIUTA,1,1,0,0,0,0
MEHEDINTI,BROŞTENI - LUPŞA DE JOS,1,1,0,0,0,0
MEHEDINTI,BUCURESTI,1,1,0,0,0,0
MEHEDINTI,"BUICEŞTI, COM. BUTOIEŞTI",1,1,0,0,0,0
MEHEDINTI,BURILA MARE,1,1,0,0,0,0
MEHEDINTI,"BURILA MARE - TIGANASI, MEHEDINTI",1,1,0,0,0,0
MEHEDINTI,BUTOIESTI,1,1,0,0,0,0
MEHEDINTI,BUTOIEŞTI,1,1,0,0,0,0
MEHEDINTI,Baia de Aramă,1,0,1,0,0,0
MEHEDINTI,"Brasov,judetul Brasov",1,0,0,1,0,0
MEHEDINTI,BÎCLEŞ,1,1,0,0,0,0
MEHEDINTI,"C0MUNA PUNGHINA, SATUL PUNGHINA",1,1,0,0,0,0
MEHEDINTI,CAZANEŞTI NR.14,1,1,0,0,0,0
MEHEDINTI,"CERNEŢI, COMUNA ŞIMIAN",1,1,0,0,0,0
MEHEDINTI,"CO,MUNA JIANA, SATUL DANCEU",1,1,0,0,0,0
MEHEDINTI,COM EŞELNIŢA,1,1,0,0,0,0
MEHEDINTI,"COM, GÎRLA MARE, STR. PRINCIPALĂ NR. 629, ETAJ 1, CAMERA 9",1,1,0,0,0,0
MEHEDINTI,"COM. BURILA MARE, TIGANASI",1,1,0,0,0,0
MEHEDINTI,"COM. ILOVIŢA, SAT ILOVIŢA",1,1,0,0,0,0
MEHEDINTI,"COM.GĂLĂNEŢI, JUD.SUCEAVA",1,0,1,0,0,0
MEHEDINTI,COMUNA BALA,1,1,0,0,0,0
MEHEDINTI,"COMUNA BALA, SATUL CRAINICI, NR. 141",1,1,0,0,0,0
MEHEDINTI,COMUNA BALACITA.,1,1,0,0,0,0
MEHEDINTI,COMUNA BILVANESTII,1,1,0,0,0,0
MEHEDINTI,COMUNA BURILA MARE,1,1,0,0,0,0
MEHEDINTI,"COMUNA BÂLVĂNEŞTI SATUL BÂLVĂNEŞTII DE JOS (DENUMIRE VECHE BĂSEŞTI), NR. 80",1,1,0,0,0,0
MEHEDINTI,"COMUNA BĂLĂCIŢA ,STR.PRINCIPALĂ, PARTER BLOC",1,1,0,0,0,0
MEHEDINTI,COMUNA CUJMIR,1,1,0,0,0,0
MEHEDINTI,COMUNA CĂZĂNEŞTI,1,1,0,0,0,0
MEHEDINTI,"COMUNA CĂZĂNEŞTI, SAT GÂRBOVĂŢU DE SUS NR. 180",1,1,0,0,0,0
MEHEDINTI,"COMUNA DEVESEL,",1,1,0,0,0,0
MEHEDINTI,COMUNA DUMBRAVA,1,1,0,0,0,0
MEHEDINTI,COMUNA ESELNITA,1,1,0,0,0,0
MEHEDINTI,"COMUNA GOGOSU,SAT GOGOSU",1,1,0,0,0,0
MEHEDINTI,"COMUNA GOGOŞU SAT GOGOŞU, STR. ŞTEFAN CEL MARE, NR. 10",1,1,0,0,0,0
MEHEDINTI,COMUNA GROZEŞTI,1,0,1,0,0,0
MEHEDINTI,COMUNA HINOVA,1,1,0,0,0,0
MEHEDINTI,"COMUNA ILOVAT,SAT BUDANESTI",1,1,0,0,0,0
MEHEDINTI,"COMUNA ISVERNA, SATUL NADANOVA",1,1,0,0,0,0
MEHEDINTI,COMUNA JIANA,1,1,0,0,0,0
MEHEDINTI,"COMUNA MALOVAT, SAT LAZU NR.52",1,1,0,0,0,0
MEHEDINTI,COMUNA MALOVĂŢ,1,1,0,0,0,0
MEHEDINTI,COMUNA OPRISOR,1,1,0,0,0,0
MEHEDINTI,COMUNA OPRIŞOR,1,1,0,0,0,0
MEHEDINTI,COMUNA PODENI,1,1,0,0,0,0
MEHEDINTI,COMUNA PONOARELE,1,1,0,0,0,0
MEHEDINTI,"COMUNA PRISTOL, SATUL COZIA",1,1,0,0,0,0
MEHEDINTI,COMUNA PRUNISOR,1,1,0,0,0,0
MEHEDINTI,COMUNA PUNGHINA SAT DRINCEA,1,1,0,0,0,0
MEHEDINTI,COMUNA SALCIA,1,1,0,0,0,0
MEHEDINTI,"COMUNA SIMIAN , SAT CERNETI - CAMINUL CULTURAL NOU",1,1,0,0,0,0
MEHEDINTI,COMUNA VANATORI,1,1,0,0,0,0
MEHEDINTI,COMUNA ŞIŞESTI,1,1,0,0,0,0
MEHEDINTI,"COMUNA ŞIŞEŞTI, SAT ŞIŞEŞTI",1,1,0,0,0,0
MEHEDINTI,CORCOVA,1,1,0,0,0,0
MEHEDINTI,CORCOVA - JIROV,1,1,0,0,0,0
MEHEDINTI,CUJMIR,1,1,0,0,0,0
MEHEDINTI,"Comuna Dubova, nr. 59A, judeţul Mehedinţi",1,1,0,0,0,0
MEHEDINTI,"CĂZĂNESTI, SAT ILOVU",1,1,0,0,0,0
MEHEDINTI,DANCEU,1,1,0,0,0,0
MEHEDINTI,DEVESEL SAT BATOŢI,1,1,0,0,0,0
MEHEDINTI,DIRVARI,1,1,0,0,0,0
MEHEDINTI,"DOBRA, COM. BALACITA",1,1,0,0,0,0
MEHEDINTI,DR TR SEVERIN,1,1,0,0,0,0
MEHEDINTI,DR-TR-SEVERIN STR.CALEA TIMISOAREI NR.2,1,1,0,0,0,0
MEHEDINTI,DR-TR-SVERIN,1,1,0,0,0,0
MEHEDINTI,DR-TR.SEVERIN,1,1,0,0,0,0
MEHEDINTI,DR-TRSEVERIN,1,1,0,0,0,0
MEHEDINTI,DR. TR SEVERIN,1,1,0,0,0,0
MEHEDINTI,"DR. TR. SEVERIN, BD. ALUNIŞ NR. 10, ETAJ II, CAMERA 3",1,1,0,0,0,0
MEHEDINTI,"DR. TR. SEVERIN, BD. TUDOR VLADIMIRESCU NR. 110, BL. TS10, SC. 3, AP. 4",1,1,0,0,0,0
MEHEDINTI,"DR. TR. SEVERIN, BD. TUDOR VLADIMIRESCU NR. 82, AP. 7",1,1,0,0,0,0
MEHEDINTI,"DR. TR. SEVERIN, STR. CĂLĂRAŞI, NR. 17 A",1,1,0,0,0,0
MEHEDINTI,"DR. TR. SEVERIN, STR. NICOLAE GRIGORESCU NR. 20",1,1,0,0,0,0
MEHEDINTI,"DR. TR. SEVERIN, STR. ORLY NR. 75, BL. S5, SC. 3, AP. 10",1,1,0,0,0,0
MEHEDINTI,"DR.TR. SEVERIN, STR. INDEPENDENŢEI NR, 55, BL. 2, SC. 3, AP. 3",1,1,0,0,0,0
MEHEDINTI,"DROBETA - TURNU SEVERIN, STR. PPLEVNEI NR. 37",1,1,0,0,0,0
MEHEDINTI,DROBETA ORSOVA,1,1,0,0,0,0
MEHEDINTI,DROBETA TR. SEVERIN,1,1,0,0,0,0
MEHEDINTI,DROBETA TURNU DROBETA,1,1,0,0,0,0
MEHEDINTI,"DROBETA TURNU SEVERIN, BD. ALUNIŞ, NR. 5A, BL. VD6, SC. 2, AP. 8",1,1,0,0,0,0
MEHEDINTI,"DROBETA TURNU SEVERIN, STR. C. RĂDULESCU MOTRU NR 40B, BIROUL NR. 1",1,1,0,0,0,0
MEHEDINTI,"DROBETA TURNU SEVERIN, STR. IULIU MANIU, NR. 20, BLOC KM4, SC. 3, ET. 2, AP. 7",1,1,0,0,0,0
MEHEDINTI,"DROBETA TURNU SEVERIN, STR. WALTER MĂTRĂCINEANU NR. 58-60",1,1,0,0,0,0
MEHEDINTI,DROBETA TURNU SEVERIN.,1,0,1,0,0,0
MEHEDINTI,DROBETA TURNU- SEVERIN,1,1,0,0,0,0
MEHEDINTI,"DROBETA- TURNU SEVERIN, CALEA TIMIŞOAREI NR. 161, BL. MEVA1, SC. 1, ET. 1, AP. 107",1,1,0,0,0,0
MEHEDINTI,DROBTA TURNU SEVERIN,1,1,0,0,0,0
MEHEDINTI,"DUBOVA, LUNCA COŞARA",1,1,0,0,0,0
MEHEDINTI,DUMBRAVA,1,1,0,0,0,0
MEHEDINTI,Dr. Tr. Severin,1,1,0,0,0,0
MEHEDINTI,Dr.Tr:Severin,1,1,0,0,0,0
MEHEDINTI,"Drobeta - Turnu Severin, judeţul Mehedinţi",1,1,0,0,0,0
MEHEDINTI,"Drobeta - Turnu Severin, str. Alion nr. 12",1,1,0,0,0,0
MEHEDINTI,"Drobeta Turnu Severin, str. Crişan, nr. 25",1,1,0,0,0,0
MEHEDINTI,Drobeta-Turnu Severin,1,1,0,0,0,0
MEHEDINTI,ESELNITA,1,1,0,0,0,0
MEHEDINTI,FLOREŞTI,1,1,0,0,0,0
MEHEDINTI,GEMENI- DIRVARI,1,1,0,0,0,0
MEHEDINTI,GIRLA MARE,1,1,0,0,0,0
MEHEDINTI,"GODEANU, COMUNA GODEANU",1,1,0,0,0,0
MEHEDINTI,"GOGOSU, SAT OSTROVU MARE",1,1,0,0,0,0
MEHEDINTI,GURA VAII,1,0,1,0,0,0
MEHEDINTI,GÂRLA MARE,1,1,0,0,0,0
MEHEDINTI,"HALANGA, COMUNA IZVORU BIRZII",1,1,0,0,0,0
MEHEDINTI,HALINGA,1,1,0,0,0,0
MEHEDINTI,HINOVA,1,1,0,0,0,0
MEHEDINTI,HUSNICIOARA,1,1,0,0,0,0
MEHEDINTI,HUSNICIOARA SAT MARMANU,1,1,0,0,0,0
MEHEDINTI,"ISVERNA, SAT ISVERNA",1,1,0,0,0,0
MEHEDINTI,"ISVERNA, SATUL SELISTEA, NR. 58",1,1,0,0,0,0
MEHEDINTI,IZVOARELE,1,1,0,0,0,0
MEHEDINTI,"IZVOARELE, COM. GRUIA",1,1,0,0,0,0
MEHEDINTI,IZVORUL BIRZII,1,1,0,0,0,0
MEHEDINTI,"IZVORUL BÂRZII SAT HALÂNGA, TARLAUA 41, PARCELA 1107, CLĂDIREA 3",1,1,0,0,0,0
MEHEDINTI,"IZVORUL-BÂRZII,SAT HALÂNGA",1,1,0,0,0,0
MEHEDINTI,"Ia act de modificarea sediului fundaţiei conform Hotărârii Consiliului Director nr. 1/22.01.2021 , în sensul că acesta va fi în satul Dudaşu , com. Şimian , jud. Mehedinţi .",1,0,1,0,0,0
MEHEDINTI,"Ia ct de modificările intervenite la statut şi actul constitutiv conform hotărârii nr. 01 din 10.05.2024, privind: sediul asociaţiei - Drobeta - Turnu Severin, str. Balcani nr. 2 B, ap. 5, judeţul Mehedinţi (paragraful 4 din actul constitutiv şi art. 4 alin. 1 din statut)",1,1,0,0,0,0
MEHEDINTI,LAZU COM.MALOVAT,1,1,0,0,0,0
MEHEDINTI,LIVEZILE SAT ODOBLEJA,1,1,0,0,0,0
MEHEDINTI,LOCALITATEA VINATORI,1,1,0,0,0,0
MEHEDINTI,LUGOJ,1,1,0,0,0,0
MEHEDINTI,"MALOVAT, NR.451",1,1,0,0,0,0
MEHEDINTI,"MOŞNITA NOUA, JUD.TIMIŞ",1,0,1,0,0,0
MEHEDINTI,OBIRSIA CLOSANI,1,1,0,0,0,0
MEHEDINTI,"OBÎRŞIA DE CÎMP,SAT IZIMŞA NR.158",1,1,0,0,0,0
MEHEDINTI,"OESOVA, STR.CRIZANTEMELOR NR.4, SC.A, AP.9",1,0,1,0,0,0
MEHEDINTI,"OHABA, COMUNA ŞOVARNA",1,1,0,0,0,0
MEHEDINTI,OPRISOR,1,1,0,0,0,0
MEHEDINTI,ORAŞ STREHAIA,1,1,0,0,0,0
MEHEDINTI,"ORAŞ VÎNJU MARE, STR.REPUBLICII NR.101 PARTER",1,1,0,0,0,0
MEHEDINTI,"ORAŞ VÎNJU MARE, STR.TÎRGULUI NR.57",1,1,0,0,0,0
MEHEDINTI,ORªOVA,1,1,0,0,0,0
MEHEDINTI,"OSTROVU MARE, COM. GOGOŞU",1,1,0,0,0,0
MEHEDINTI,Orsova,1,1,0,0,0,0
MEHEDINTI,PATULE,1,1,0,0,0,0
MEHEDINTI,PODENI,1,1,0,0,0,0
MEHEDINTI,"PODENI, NR.166",1,1,0,0,0,0
MEHEDINTI,"POROINA, SAT FINTINILE NEGRE",1,1,0,0,0,0
MEHEDINTI,PRISTOL,1,1,0,0,0,0
MEHEDINTI,RUDINA,1,1,0,0,0,0
MEHEDINTI,"SAT BAHNA, COMUNA ILOVITA",1,1,0,0,0,0
MEHEDINTI,"SAT GRUIA, COMUNA GRUIA",1,1,0,0,0,0
MEHEDINTI,"SAT HALANGA, COMUNA IZVORUL BIRZII",1,1,0,0,0,0
MEHEDINTI,"SAT JIDOŞTITA, COM.BREZNITA OCOL",1,1,0,0,0,0
MEHEDINTI,"SAT MALARIŞCA, COMUNA PODENI",1,1,0,0,0,0
MEHEDINTI,SAT MANU COMUNA TÂMNA,1,1,0,0,0,0
MEHEDINTI,"SAT MĂRĂŞEŞTI,ORAŞ BAIA DE ARAMĂ",1,1,0,0,0,0
MEHEDINTI,"SAT NADANOVA, COMUNA IZVERNA",1,1,0,0,0,0
MEHEDINTI,"SAT SUSITA, COMUNA BREZNITA-OCOL",1,1,0,0,0,0
MEHEDINTI,SAT. SCHINTEIESTI NR.1F,1,0,0,1,0,0
MEHEDINTI,"SCAPAU, COMUNA DEVESEL",1,1,0,0,0,0
MEHEDINTI,STANGĂCEAUA,1,1,0,0,0,0
MEHEDINTI,"STR. CRIŞAN NR. 80, BL. R3, PARTER",1,1,0,0,0,0
MEHEDINTI,STÂNGĂCEAUA,1,1,0,0,0,0
MEHEDINTI,"Se modifică art.2 alin (2) din Statut astfel „Noul sediu al Asociaţiei Steaua lui Sever va fi în satul Şimian, str. Dedoviţei, comuna Şimian, jud. Mehedinţi”;",1,1,0,0,0,0
MEHEDINTI,TIGANASI,1,1,0,0,0,0
MEHEDINTI,TIMIŞOARA,1,1,0,0,0,0
MEHEDINTI,"TIMIŞOARA, JUD. TIMIŞ",1,1,0,0,0,0
MEHEDINTI,TR-SEVERIN,1,1,0,0,0,0
MEHEDINTI,TÂMNA,1,1,0,0,0,0
MEHEDINTI,"TÂMNA, SAT PLOPI",1,1,0,0,0,0
MEHEDINTI,"VALEA COPCII ,COMUNA SIMIAN",1,1,0,0,0,0
MEHEDINTI,"VALEA COPCII, COMUNA HUSNICIOARA",1,0,0,1,0,0
MEHEDINTI,Vanju Mare,1,1,0,0,0,0
MEHEDINTI,VÂNJU MARE,1,1,0,0,0,0
MEHEDINTI,"VÎNJU MARE, STR.RAHOVEI NR.73, BL.L, SC.A, AP.1",1,1,0,0,0,0
MEHEDINTI,"VÎNJU MARE, STR.RAHOVEI NR.8",1,1,0,0,0,0
MEHEDINTI,"com. Hinova, sat Hinova, nr. cadastral nr. 50226 inreg. in CF nr. 50226",1,1,0,0,0,0
MEHEDINTI,comuna Sviniţa,1,1,0,0,0,0
MEHEDINTI,"localitatea Sisesti, jud. Mehedinti.",1,0,1,0,0,0
MEHEDINTI,sat Dubova,1,1,0,0,0,0
MEHEDINTI,"ŞIMIAN, CALEA DEDOVIŢEI NR.494",1,1,0,0,0,0
MEHEDINTI,"ŞIMIAN, T148, P3951, 3954, 3955 ŞI 3957",1,1,0,0,0,0
MURES,"""COMUNA APOLD SAT SAES",1,1,0,0,0,0
MURES,ABUD,1,1,0,0,0,0
MURES,"ADAMUS, SAT CORNESTI,",1,1,0,0,0,0
MURES,"ADĂMUŞ, DAMBAU,",1,1,0,0,0,0
MURES,"AGRIESTEU, NR.11",1,1,0,0,0,0
MURES,AGRIŞTEU,1,1,0,0,0,0
MURES,ALBESTI STR. ARIEI,1,1,0,0,0,0
MURES,ALBESTI STR. BISERICII NR. 17,1,1,0,0,0,0
MURES,ALBESTI STR. LUNGA,1,1,0,0,0,0
MURES,"ALBESTISTR.LUNGA,NR.157",1,1,0,0,0,0
MURES,"ALBEŞTI, STR.LUNGĂ, NR.222",1,1,0,0,0,0
MURES,ALUNIS,1,1,0,0,0,0
MURES,"ALUNIS, NR.24",1,1,0,0,0,0
MURES,"ALUNIS, NR.342",1,1,0,0,0,0
MURES,"ALUNIS, NR.656",1,1,0,0,0,0
MURES,APOLD NR.166,1,1,0,0,0,0
MURES,ATINTIS SAT. ISTIHAZA,1,1,0,0,0,0
MURES,"Albesti,str.Muzeului, nr.72, jud.Mures",1,1,0,0,0,0
MURES,AŢINTIŞ,1,1,0,0,0,0
MURES,"BAGACIU,",1,1,0,0,0,0
MURES,"BAGACIU, NR. 116",1,1,0,0,0,0
MURES,"BAGACIU, NR. 82",1,1,0,0,0,0
MURES,"BAHNEA,",1,1,0,0,0,0
MURES,BALA,1,1,0,0,0,0
MURES,BALAUSERI,1,1,0,0,0,0
MURES,BALDA,1,1,0,0,0,0
MURES,BATOŞ,1,1,0,0,0,0
MURES,BEICA DE JOS,1,1,0,0,0,0
MURES,"BEICA DE JOS, NR. 173",1,1,0,0,0,0
MURES,"BEICA DE JOS, NR.126",1,1,0,0,0,0
MURES,BEZID,1,1,0,0,0,0
MURES,"BICHIS, SAT OZD",1,1,0,0,0,0
MURES,"BISTRA MUREŞULUI, NR. 255A",1,1,0,0,0,0
MURES,BOGATA NR.148 D,1,1,0,0,0,0
MURES,BOIU NR. 431,1,1,0,0,0,0
MURES,BRAD,1,1,0,0,0,0
MURES,BRANCOVENESTI NR.145 A,1,1,0,0,0,0
MURES,BREAZA NR.59,1,1,0,0,0,0
MURES,BREAZA SAT FILPISU-MARE,1,0,1,0,0,0
MURES,BREZA,1,1,0,0,0,0
MURES,"BRÂNCOVENEŞTI, SAT IDICEL",1,1,0,0,0,0
MURES,"BRÎNCOVENEŞTI, SAT. SĂCALU DE PĂDURE, NR. 83, JUD. MUREŞ",1,1,0,0,0,0
MURES,"BUCURESTI, SECTOR 3",1,1,0,0,0,0
MURES,BUDIU MIC,1,1,0,0,0,0
MURES,Bahnea,1,1,0,0,0,0
MURES,"Brâncoveneşti nr.191, judeţul Mureş",1,1,0,0,0,0
MURES,"Bucuresti,B-ul Mircea Voda,nr.44,bl.M.17/1,sector 3",1,1,0,0,0,0
MURES,BĂGACIU,1,1,0,0,0,0
MURES,"BĂGACIU, SAT DELENII, NR. 182/A",1,1,0,0,0,0
MURES,BĂLA,1,1,0,0,0,0
MURES,BĂRDEŞTI,1,1,0,0,0,0
MURES,CANDU,1,1,0,0,0,0
MURES,CAŞVA,1,1,0,0,0,0
