priority_rank	priority_score	priority_reason	judet_rank_active	localitate_total_active	categorie	denumire	numar_registru_national	status_normalizat	judet_cheie	localitate_cheie	judet	localitate	adresa	scop_initial	hg_utilitate_publica	data_hg_utilitate_publica	sursa_url
41	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""CONSILIUL ISLAMIC"""	64/C/2006	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR.MUNTII GURGHIULUI NR.50-52, SECTORUL 2	- reprezentarea unitara a structurilor asociative membre în relatiile cu institutiile si autoritatile publice precum si în relatiile cu institutii si organisme internationale în problemele legate de cultul islamic si de protectia drepturilor musulmanilor.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
42	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""FORUMUL DEMOCRAT - SOLIDARITATEA ROMÂNEASCA"""	47/C/2010	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. BREAZA NR.6, BL. V 24A, SC.B, ET.4, AP.45, SECT.3	Federatia FDSR este constituită prin asocierea libera a mai multor organizatii neguvernamentale din tara si diaspora, fara deosebire de originea etnica, religie, sex, clasa sau categorie sociala, apartenenta politica, în scopul sprijinirii, întrajutorarii, apararii drepturilor si intereselor comune, economice, sociale, profesionale, culturale, spirituale, conform recomandarilor ONU si în conformitate cu Declaratia universal a drepturilor omului de la Geneva.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
43	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""FORUMUL TINERILOR DIN ROMANIA"""	4/C/2014	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	CALEA PLEVNEI NR.61, ETAJ 1, SALA 9, SECTOR 1	constituirii Forumului consta in reprezentarea, susţinerea şi apărarea intereselor comune ale tinerilor atât la nivel naţional, regional şi local, cât şi în plan internaţional, în relaţiile cu orice autorităţi sau institutii publice sau private, partide politice, sindicate, organizaţii non-guvernamentale, culte religioase, precum şi faţă de orice alte persoane fizice sau juridice de drept public sau privat române sau străine.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
44	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""MARIA SI IOANA DUMITRESCU"""	7/C/2006	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	SOS KISELEFF NR.20, ET.1, AP.3, SECTOR 1; SEDIUL ALES ÎN BUCURESTI ÎN BUCURESTI, B-DUL UNIRII NR.62, BL.K5, SC.2, ET.4, AP.40, SECTOR 3	- Sustinerea, formarea si emanciparea persoanelor aflate in situatii temporare sau permanente de deficit socialsau educational.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
45	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""PROTECTOR"" A SINDICATELOR DIN INDUSTRIA DE SECURITATE"	28/C/2009	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. ILIE GRIPESCU NR.1, SECTOR 5	apararii drepturilor si promovarii intereselor profesionale, economice, sociale, culturale si sportive ale membrilor sai, prevazute în legislatia specifica si în contractele colective de munca.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
46	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""RETEAUA DE ACTIUNE PENTRU CLIMA"""	28/C/2008	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR.HALMEU NR.12, SECTOR 2	Principala misiune a RAC consta în reducerea impactului activitatilor umane asupra climei si limitarea efectelor schimbarilor climatice. Pentru îndeplinirea acesteia, RAC poate colabora, în conditiile legii, cu alte organizatii sau institutii, autoritati ale statului, centrale sau locale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
47	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""RETEAUA PENTRU PREVENIREA FUMATULUI DIN ROMANIA"""	56/C/2004	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	ALEEA BUCOVINA NR. 9, BL. O2, SC. B, ET. 2, AP. 31, SECTOR 3	de a grupa organizaţiile şi persoanele interesate de domeniul sănătăţii publice în România, în special în domeniul prevenirii fumatului şi controlului consumului de tutun.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
48	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""SPORTUL ROMÂNESC"""	35/C/2008	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	B-DUL BASARABIA NR.37-39, SECTOR 2 (COMPLEXUL SPORTIV LIA MANOLIU)				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
49	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA ""TINERETUL CRESTIN DEMOCRAT"""	3/C/2006	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR.ELEV STEFANESCU STEFAN NR.49, BL.422A, SC.1, ET.8, AP.50, SECTOR 2	a) promovarea drepturilor fundamentale ale omului;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
50	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA AERONAUTICA ROMÂNA	103/C/2002	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	STR.VASILE CONTA NR.16, SECTOR 2	- să dezvolte, să coordoneze şi să controleze practicarea sporturilor aeronautice în cadrul structurillor sportive afiliate.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
51	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA AIKIDO-LIFE	17/C/2018	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	Şos. Colentina nr. 22, bl. 9C, sc. C, et. 5, ap. 111, sector 2	scopul principal al acestei forme de asociere în Federaţie, este promovarea Aikido-Life ca model de viaţă stabil şi armonios pentru copii şi adulţi, bazat pe valorile umane şi universale. Promovarea activităţilor cluburilor vizând creşterea gradului de sănătate al oamenilor şi, în special, al tinerilor, promovarea relaţiilor de cooperare în ceea ce priveşte sportul, educaţia, sănătatea, cultura, activităţile sociale şi de tineret.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
52	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA ASOCIATIILOR COMPANIILOR DE UTILITATI DIN ENERGIE	11/C/2012	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	str. Ion Ghica nr. 13, sector 3	reprezentării, susţinerii şi apărării intereselor membrilor săi în relaţiile cu autorităţile publice, cu sindicatele şi cu alte persoane juridice şi fizice, atât în plan naţional, cât şi internaţional, potrivit prezentului statut şi în acord cu prevederile legale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
53	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA ASOCIATIILOR DE BASARABENI DIN ROMANIA	22/C/2013	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	SPLAIUL INDEPENDENŢEI NR.290, BL. P8, ET.1, SECTOR 6	constă în a reprezenta interesele comune ale studenţilor şi elevilor de etnie română din Republica Moldova şi Ucraina aflaţi la studii în România cu stimularea participării acestora la actul educaţional şi la viaţă socială, economică şi culturală.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
54	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA ASOCIATIILOR DE PROPRIETARI DIN ROMÂNIA - F.A.P.R.	16/C/2010	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. GLICINELOR NR. 12, BL. M-51, AP. 15, SECTOR 5	- Promovarea si dezvoltarea principiilor de asociere si de reprezentare a persoanelor juridice non profit de tip asociatie de proprietari precum si a principiilor privind conservarea valorii morale si materiale a proprietatii de natura imobiliara.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
55	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA ASOCIATIILOR REPREZENTATIVE DE EDUCATIE PRIN DEZBATERI - ARED	17/C/2014	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. SF. ECATERINA NR.5, SECTOR 4	Scopul federatiei îl constituie promovarea, în rândul tinerilor, studentilor si a adultilor, a unor atitudini si comportamente pro-sociale, a aptitudinilor de comunicare socială si interpersonală, vitale în societătile democratice, promovarea educatiei în toate formele ei - formală, nonformală si informală si a educatiei prin metoda dezvaterilor, asigurând dezvoltarea următoarelor capacităti: gândirea critică si deschisă, capacitatea de argumentare si contraargumentare, abilităti de comunicare eficientă, cercetare si analiză documentară în vederea identificării de solutii la diferite categorii de situatii problematice, abilităti de lucru în echipă.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
56	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA ASOCIATIILOR STUDENTILOR FARMACISTI DIN ROMANIA	61/C/2003	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	str. Viitorului, nr. 4, Sector 2	/ promovarea si apararea intereselor profesionale, sociale, economice, sportive si culturale ale membrilor federatiei			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
57	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA ASOCIATIILOR STUDENTILOR IN MEDICINA DIN ROMANIA	9296/C/2008	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	Sediul procesual ales în Bucureşti, str. Cozla nr.3,bl. B1 A, sc.2, et.2, ap. 53 Cab.av. Mariana Neagu	a) sa apere drepturile si interesele studentilor în medicina în domeniile: stiintific, cultural, social, civic, educatie medicala si sanatate publica;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
58	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA BICICLISTILOR DIN ROMÂNIA	68/C/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR.SPERANTEI NR.5, AP.11, SECTOR 2	- promovarea utilizarii bicicletei ca mijloc de transport cu rol utilitar si recreativ			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
59	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA CHILDPACT-REGIONAL COALITION FOR CHILD PROTECTION	6/C/2015	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. ROTASULUI NR. 7	ChildPact pledează pentru drepturile copilului la nivel national si international si lucrează în vederea prevenirii si abordării vulnerabilitătii copilului prin promovarea cooperării regionale si consolidarea retelelor societătii civile.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
60	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA CHINOLOGICA ROMÂNA	27/C/2010	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	BD. DINICU GOLESCU NR. 37, BL.4, SC.C, ET.1, AP. 70, SECTOR 1	conservarea, dezvoltarea si ameliorarea fondului canin de rasa existent în România			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
61	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA COM	18/C/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR.ANIVERSARII NR.41, MODUL 302, ET.1, SECTOR 3	a. iniţierea si sustinerea activitatilor pt.promovarea intereselor comune ale membrilor federatiei în raporturile cu administratia publica centrala si locala, organizatii guvernamentale si neguvernamentale, alte autoritati publice, precum si în relatiile cu institutii si organisme internationale;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
62	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA COMUNITĂTII BULGARE DIN ROMÂNIA	9/C/2014	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	Calea Griviţei nr. 228, bl. 4, sc. B, et. 7, ap. 31, sectorul 1	este de a contribui în mod activ si eficient la promovarea, îmbunătătirea si dezvoltarea relatiilor si valorilor culturale, educationale si socio-economice membrilor săi si a comunitătii bulgare din România, prin desfăsurarea unei serii largi de activităti în domenioi precum: cultural, educational, economic, stiintific, artistic, social, ajutoare umanitare, sportiv.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
63	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA CORPUL FUNCTIONARILOR PUBLICI DIN ROMÂNIA	34/C/2008	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	B-DUL REGINA MARIA NR.64, SECTOR 4	- crearea si dezvoltarea unui corp profesionist de functionari pe baza de legalitate, impartialitate si obiectivitate, transparenta, eficienta si eficacitate, responsbilitate, în conformitate cu prevederile legale, orientare catre cetateni, stabilite în exercitarea functiei publice;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
64	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA DE FOTBAL-TENIS-CLUBURI SI ASOCIATII JUDETENE	125/C/2002	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	str.Vasile Conta nr.16, etj.7, cam. 713,sector 2 - Agenţia Naţională pentru Sport	- reglementarea, conducerea, organizarea, controlul şi sprijinirea activităţii de fotbal-tenis pe teritoriul României, la toate nivelurile şi prin toate mijloacele, pe care F.R.F.T.-C.A.J. le apreciază necesare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
65	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA DE PETROL, GAZE SI ENERGIE	13/C/2010	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. GEORGE ENESCU NR. 27-29, SECTOR 1	sustinerea si promovarea intereselor producatorilor români din industria petroliera, gaziera si energetica			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
66	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA DE YOGA DIN ROMANIA	4/C/2006	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	PIATA SFÂNTUL STEFAN NR.9, APT.2, SECTOR 2; DOMICILIU ALES LA CAB.INDIV.DE AV.ÎN STEFAN LUCHIAN NR.3, ETJ.3, APT.8, SECTOR 2	desfsurarea de activitati în domeniul YOGA, respectiv organizarea, conducerea si controlul activitatii sportive Yoga.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
67	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA DEMOCRATA MONDIALA A ROMÂNILOR (F.D.M.R.)	37/C/2000	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	STR.DRUMUL TABEREI NR.26,BL.T.1, APT.119, SECTOR 6	- unirea, organizarea şi coordonarea activităţilor organizaţiilor componente, în domeniile culturale-ştiinţifice, sociale şi umanitare în vederea iniţierii şi desfăşurării unor acţiuni comune, în ţară şi străinătate, pentru afirmarea, promovarea şi păstrarea valorilor spirituale dacoromâneşti de pretutindeni, pentru menţinerea şi consolidarea identităţii comunităţilor dacoromâneşti de peste hotare şi integrarea aspiraţiilor etnice ale acestora în ansamblul programelor pentru românitate şi românism.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
68	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA DEMOCRATICA PENTRU APARAREA DREPTURILOR OMULUI SI INTEGRARE EUROATLANTICA DIN ROMÂNIA	38/C/2004	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	STR. POPA NAN NR.123-123A, SECTOR 3	Respectarea şi dezvoltarea scopurilor şi obiectivelor fiecărei asociaţii în parte, ce compun această federaţie, şi pe cale de consecinţă, dezvoltarea şi diversificarea acestor obiective corespunzător acţiunii de integrare euroatlantică, la care participă întreaga societate civilă, alături de Guvernul României.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
69	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA EDITORILOR DIN ROMANIA	23/C/2010	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	str. Popa Tatu nr. 1-3, parter, camera 2, ap. 1, sector 1	scopul constituirii federatiei este de reprezentare, sustinere si aparare a intereselor membrilor sai si ale componentelor acestora, atât la nivel national, regional si local, cât si în plan international, în relatiile cu autoritatile publice, centrale si locale, institutiile statului, organizatiile neguvernamentale, sindicatele si cu orice alte persoane juridice sau fizice care au tangenta cu domeniul.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
70	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA EDITORILOR SI DIFUZORILOR DE CARTE DIN ROMÂNIA - FEDCR	65/C/2006	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	str. Petru Maior nr. 32, sector 1	- unic reprezentant, sustinator si aparator al intereselor comune ale membrilor sai angrenati în productia, difuzarea si utilizarea cartii si culturii scrise atât la nivel national, regional si local, cât si în plan international, în relatiile cu autoritatile publice, centrale si locale, institutiile statului, patronatele, sindicatele si cu orice alte organizatii neguvernamentale sau persoane juridice.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
71	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA EDUCATIEI NATIONALE - F.E.N.	42/C/2010	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. JUSTITIEI NR. 65, SECTOR 4				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
72	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA EQUILIBRIUM	15/C/2010	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. ANIVERSARII NR.41, MODUL 201, PARTER, SECTOR 3	a. initierea si sistinerea activitatilor pentru promovarea intereselor comune ale membrilor federatiei în raporturile cu administratia publica centrala si locala, organizatii guvernamentale si neguvernamentale, alte autoritati publice, precum si în relatiile cu institutii si organisme internationale;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
73	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA FILATELICA ROMÂNA	51/C/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. BOTEANU NR.6, SECTOR 1	- reprezinta pe membrii sai pe plan international fata de F.I.P., precum si fata de organizatiile nationale afiliate la aceasta sau fata de alte organizatii nationale sau internationale			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
74	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA FUNDATIILOR COMUNITARE DIN ROMANIA	39/C/2012	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	Bucuresti, sector 1, Int.Dridu, nr.7, bl.F13, sc.B, et.6, ap.68, cam. 2	reprezentarea la nivel national a intereselor fundatiilor comunitare din Romania care adopta, respecta misiunea, obiectivele, principiile si standardele FFCR, de a cultiva si dezvolta filantropia strategica la nivel local, de a sustine actorii interesati sa investeasca in comunitatea lor, de a contribui la crearea unei societati cu indivizi responsabili social si avand comportament filantropic, interesati de dezvoltarea comunitatii lor si care sa promoveze o colaborare echilibrata, respectuoasa si in beneficiu mutual intre persoane, sectorul non-profit, mediul de afaceri si institutii publice			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
75	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA GENERALA A SINDICATELOR FAMILIA	36/C/2003	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR.BISERICA DOAMNEI NR.3, SECTOR 3	a) Federaţia Sindicatelor Libere din Construcţii şi Materiale de Construcţii are ca scop apărarea drepturilor salariaţilor-membri de sindicat, de a-şi constitui organizaţii profesionale libere şi de a lupta organizat, cu forţe unite, pentru împlinirea aspiraţiilor şi năzuinţelor de ridicare necontenită a nivelului de viaţă corespunzător contribuţiei pe care o aduc la dezvoltarea economică şi socială a ţării;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
76	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA GREENLAKE REZIDENTIAL	3/C/2021	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. PETRE AURELIAN, NR.52, BL.8.2.2, PARTER, SECTOR 1	Art.5 Federatia se constituie în scopul promovării valorilor civice ale democratiei si statului de drept si pentru reprezentarea la nivel local si national a asociatiilor de proprietari membre.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
77	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	FEDERATIA INDEPENDENTA A JURNALISTILOR F.I.J.-ROMÂNIA - SINDICATUL NATIONAL AL PRESEI DIN ROMÂNIA	33/C/2001	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	SPLAIUL INDEPENDENŢEI NR.202A, CAM.22, SECTOR 6	a) să realizeze sindicalizarea ziariştilor din presa scrisă, radio şi TV precum şi a altor categorii de persoane care îşi desfăşoară activitatea în domeniul mass media;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
78	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA METAL ""HENRI COANDA"""	22/C/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	B-DUL NICOLAE BALCESCU NR.21, SC.B, ET.6, CAM.19, SECTOR 1	reprezinta si apara interesele membrilor sai si îsi desfasoara activitatea pentru atingerea obiectivelor propuse.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
79	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA NATIONALA ""ALFA-ART"""	30/C/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	SPLAIUL INDEPENDENTEI NR.202A, ET.2, CAM.22, SECTOR 6	- obtinerea unor conditii decente de munca si de viata pentru membrii sai, în general, pentru salariati, care sa le permita acestora realizarea deplina a personalitatii lor, în acord cu demnitatea umana, competentele si aspiratiile proprii.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
80	92	judet_prioritar | localitate_dense:15123 | categorie:federatie	1	15123	federatie	"FEDERATIA NATIONALA ""NAVIGATORUL"""	21/C/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	SOS.MENDELEEV NR.36-38, SECTOR 1	a) sa reuneasca sindicatele din transporturi navale maritime si de ape interioare, lucratorilor portuari, canalelor navigabile si a celor din activitati conexe;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx
